[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [25] - org.springframework.boot.context.event.ApplicationEnvironmentPreparedEvent[source=org.springframework.boot.SpringApplication@57404558]
[ DEBUG] [2016-05-24 20:25:58] org.springframework.beans.factory.support.DefaultListableBeanFactory [874] - Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@50277c73]
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [48] - Starting Application on gcc with PID 15332 (E:\workspaces\chinafootball\lifeix-football-competitions\target\classes started by hasee-pc in E:\workspaces\chinafootball\lifeix-football-competitions)
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [670] - The following profiles are active: common,system,dev
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'spring.mvc.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration' to bean named 'spring.mvc.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration': AutowiredFieldElement for private javax.servlet.MultipartConfigElement org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration.multipartConfig
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'multipartConfigElement'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'multipartConfigElement'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration$$EnhancerBySpringCGLIB$$a223fc66]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.MultipartProperties org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration.multipartProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration': AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.MultipartProperties org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration.multipartProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'multipart.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'multipart.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'multipart.CONFIGURATION_PROPERTIES' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'multipart.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration' to bean named 'multipart.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.MultipartAutoConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'multipartConfigElement' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'multipartConfigElement'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration' to bean named 'multipartConfigElement'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'dispatcherServlet'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'dispatcherServlet'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$DispatcherServletConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'dispatcherServlet' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'dispatcherServlet'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'dispatcherServletRegistration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'dispatcherServletRegistration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'multipartConfigElement'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'dispatcherServlet'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'requestContextFilter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'requestContextFilter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$d279a09c]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.ResourceProperties org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.resourceProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$d279a09c]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.WebMvcProperties org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.mvcProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$d279a09c]: AutowiredFieldElement for private org.springframework.beans.factory.ListableBeanFactory org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.beanFactory
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$d279a09c]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.HttpMessageConverters org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.messageConverters
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$d279a09c]: AutowiredFieldElement for org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$ResourceHandlerRegistrationCustomizer org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.resourceHandlerRegistrationCustomizer
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter': AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.ResourceProperties org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.resourceProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'spring.resources.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'spring.resources.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'spring.resources.CONFIGURATION_PROPERTIES' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'spring.resources.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' to bean named 'spring.resources.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter': AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.WebMvcProperties org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.mvcProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'spring.mvc.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' to bean named 'spring.mvc.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter': AutowiredFieldElement for private org.springframework.beans.factory.ListableBeanFactory org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.beanFactory
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@78981106'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter': AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.HttpMessageConverters org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.messageConverters
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'messageConverters'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'messageConverters'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$$EnhancerBySpringCGLIB$$782e6780]: AutowiredFieldElement for private final java.util.List org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration.converters
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration': AutowiredFieldElement for private final java.util.List org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration.converters
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'stringHttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'stringHttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$34a47220]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.HttpEncodingProperties org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration.encodingProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration': AutowiredFieldElement for private org.springframework.boot.autoconfigure.web.HttpEncodingProperties org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration.encodingProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'spring.http.encoding.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'spring.http.encoding.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'spring.http.encoding.CONFIGURATION_PROPERTIES' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'spring.http.encoding.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration' to bean named 'spring.http.encoding.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'stringHttpMessageConverter' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'stringHttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'mappingJackson2HttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'mappingJackson2HttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'jacksonObjectMapper'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'jacksonObjectMapper'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
